视频类型,关联BV号,text,id,播放量,弹幕数,评论数,收藏数,投币数,分享数,点赞数,点踩数,子分区ID,UP主.x,UP主ID,视频链接,抓取小时,抓取时间,稿件发布时间,UP主.y,UP主ID.y,official_role,official_title,official_desc,official_type,if_state,mid,name,sex,data_follower,archive_count,like_num,condition
相关视频,BV1AztQejEDJ,今年 月饼 江湖 真正 霸主,BV1Je4y1a7a1,155970,1114,1638,457,325,377,22749,0,社会,央视农业,1343321779.0,https://www.bilibili.com/video/BV1Je4y1a7a1/,1439,2024-09-18 14:53,2022-09-10 02:00:00,央视农业,1343321779.0,5.0,CCTV-17农业农村频道新闻部官方账号,,1.0,1,1343321779.0,央视农业,保密,2767418,1247,73437459,单个自制视频总播放数>=100万
相关视频,BV1s1pietEuo,张杰 演唱会 自报 手机号 无辜 素人 电话 轰炸,BV1UopvecEuU,112892,110,938,218,60,635,2834,0,综合,四川观察,487614876.0,https://www.bilibili.com/video/BV1UopvecEuU/,1165,2024-09-07 04:53,2024-09-08 09:05:08,四川观察,487614876.0,5.0,四川广播电视台官方账号,,1.0,1,487614876.0,四川观察,保密,938678,10872,153107449,单个自制视频总播放数>=100万
相关视频,BV1arxbeZE6E,光荣 征程 致敬 人民 子弟兵,BV1aG411h7n3,6176,3,20,48,46,24,2108,0,综合,央视频,433587902.0,https://www.bilibili.com/video/BV1aG411h7n3/,1694,2024-09-29 05:53,2022-08-01 06:16:07,央视频,433587902.0,5.0,央视频官方账号,,1.0,1,433587902.0,央视频,保密,3408954,8334,60954264,单个自制视频总播放数>=100万
热门视频,,外交部 回应 黑神话悟空 全球 走红 反映 中国 文化 吸引力,BV17i421a7Lp,483087,338,1461,2279,1181,5630,36391,0,热点,新华社,473837611.0,https://www.bilibili.com/video/BV17i421a7Lp/,744,2024-08-20 15:53,2024-08-21 10:08:12,新华社,473837611.0,5.0,新华社官方账号,,1.0,1,473837611.0,新华社,保密,16698094,5410,213795957,
相关视频,BV1bE4m1d7sV,剃光头 式 砍伐 触目惊心 万亩 沙漠 防护林 毁 敦煌 防沙 屏障 几近 消失,BV1wv411s7tC,4966776,40214,17809,92360,432741,78796,685605,0,热点,新华社,473837611.0,https://www.bilibili.com/video/BV1wv411s7tC/,233,2024-07-30 08:53,2021-01-22 03:21:58,新华社,473837611.0,5.0,新华社官方账号,,1.0,1,473837611.0,新华社,保密,16689285,5404,213681222,
相关视频,BV1CU411U7Kn,可爱 央视 新闻 艾特后 运动员 全是 网名 毫无 本名 痕迹,BV18M4m1y7E5,309204,20,196,444,35,103,10357,0,热点,红星视频,526890129.0,https://www.bilibili.com/video/BV18M4m1y7E5/,222,2024-07-29 21:53,2024-07-27 05:36:24,红星视频,526890129.0,5.0,成都商报红星新闻官方账号,,1.0,1,526890129.0,红星视频,保密,206613,32632,66809315,单个自制视频总播放数>=100万
相关视频,BV1YmxYegEBz,天上 一颗 樊锦诗星 敦煌 女儿 捐,BV1Yh4y1Z7EE,53746,20,82,249,256,119,9289,0,热点,人民日报,1131457022.0,https://www.bilibili.com/video/BV1Yh4y1Z7EE/,1706,2024-09-29 17:53,2023-07-10 11:25:13,人民日报,1131457022.0,5.0,人民日报官方账号,,1.0,1,1131457022.0,人民日报,保密,15230611,3045,157365028,单个自制视频总播放数>=100万
相关视频,BV1AS421d7be,外国人 搞 难道 中国 搞,BV1yv4y1B7wf,1213992,2083,935,28186,28300,1988,215974,0,热点,新华社,473837611.0,https://www.bilibili.com/video/BV1yv4y1B7wf/,692,2024-08-18 11:53,2022-12-31 07:50:00,新华社,473837611.0,5.0,新华社官方账号,,1.0,1,473837611.0,新华社,保密,16698094,5410,213795957,
相关视频,BV11up7egEDP,视频 见证 一座 城市 苏醒,BV1bz411b74i,95615,327,551,936,946,428,14438,0,社会,央视新闻,456664753.0,https://www.bilibili.com/video/BV1bz411b74i/,1186,2024-09-08 01:53,2020-04-07 04:40:06,央视新闻,456664753.0,5.0,央视新闻官方账号,,1.0,1,456664753.0,央视新闻,保密,19550189,7442,351768520,单个自制视频总播放数>=100万
相关视频,BV1zy411e7Bd,张扬 老师 忘 家乡 黄梅戏 带进 课堂,BV1Fv411V7c9,54469,287,292,379,785,122,9514,0,热点,新华社,473837611.0,https://www.bilibili.com/video/BV1Fv411V7c9/,693,2024-08-18 12:53,2021-05-31 03:13:40,新华社,473837611.0,5.0,新华社官方账号,,1.0,1,473837611.0,新华社,保密,16698094,5410,213795957,
相关视频,BV1fW42197Bb,冬奥 志愿者 希望 听到 国歌 反复 奏响,BV1w34y1r7GD,34928,16,72,125,129,56,8124,0,社会,央视新闻,456664753.0,https://www.bilibili.com/video/BV1w34y1r7GD/,527,2024-08-11 14:53,2021-12-25 06:56:05,央视新闻,456664753.0,5.0,央视新闻官方账号,,1.0,1,456664753.0,央视新闻,保密,19538939,7435,351374038,单个自制视频总播放数>=100万
相关视频,BV1xb421J7mJ,硬核 军粮 既能 扛 饥饿 刀枪,BV1RA411M76u,3821669,642,2767,4010,423,924,45666,0,美食记录,国防时报TV,189866857.0,https://www.bilibili.com/video/BV1RA411M76u/,45,2024-07-22 12:53,2021-02-22 16:15:04,国防时报TV,189866857.0,5.0,国防时报官方账号,,1.0,1,189866857.0,国防时报TV,保密,1502991,4314,44359808,单个自制视频总播放数>=100万
相关视频,BV16U411U7C2,郑钦文 赛前 很多遍 刘翔 夺冠 视频 激励 做到,BV12S411w7Xv,95207,117,396,457,350,222,12011,0,竞技体育,中新视频,104092224.0,https://www.bilibili.com/video/BV12S411w7Xv/,342,2024-08-03 21:53,2024-08-03 20:19:51,中新视频,104092224.0,5.0,中国新闻社官方账号,,1.0,1,104092224.0,中新视频,保密,287389,18663,40523300,单个自制视频总播放数>=100万
相关视频,BV1vT421z7BX,配料表 写 保密 合规,BV1ZM411k7jZ,1869042,779,2234,4870,1204,519,113419,0,科学科普,中国食品报融媒体,439478093.0,https://www.bilibili.com/video/BV1ZM411k7jZ/,966,2024-08-29 21:53,2022-11-15 10:33:26,中国食品报融媒体,439478093.0,5.0,中国食品报融媒体官方帐号,,1.0,1,439478093.0,中国食品报融媒体,保密,3805502,445,52587388,单个自制视频总播放数>=100万
相关视频,BV1ah23Y5E1P,舞台 新人 结婚典礼 正在 进行 新郎 突然 走开 移灯 网友 新郎 有事 走开 马上 回来,BV1p923YbEtd,51189,7,48,22,9,15,1000,0,社会,东方今报,493260599.0,https://www.bilibili.com/video/BV1p923YbEtd/,158,2024-10-11 07:53,2024-10-10 10:27:56,东方今报,493260599.0,5.0,东方今报社官方账号,,1.0,1,493260599.0,东方今报,保密,192374,20903,79740083,单个自制视频总播放数>=100万
相关视频,BV1WD21YbEkD,二房东 租客 包子铺 生意 要求 涨租元 拒绝 连夜 搬空 店铺 包子铺 老板 还断 过电 找 焊工 整张 门锁 死,BV12L2bYEEnP,25712,6,70,19,6,5,1316,0,社会,洛阳网,1905206817.0,https://www.bilibili.com/video/BV12L2bYEEnP/,184,2024-10-12 09:53,2024-10-12 07:58:47,洛阳网,1905206817.0,5.0,洛阳网官方账号,,1.0,1,1905206817.0,洛阳网,保密,90449,13494,43927768,
相关视频,BV124421U7zx,中国 沙特 指导 当地人 种 茄子 种 茄子,BV1wW421R7sL,335237,199,826,856,37,274,16264,0,热点,中新视频,104092224.0,https://www.bilibili.com/video/BV1wW421R7sL/,184,2024-07-28 07:53,2024-07-18 04:59:11,中新视频,104092224.0,5.0,中国新闻社官方账号,,1.0,1,104092224.0,中新视频,保密,287389,18663,40523300,单个自制视频总播放数>=100万
相关视频,BV1in4y1f732,疑似 医生 实验员 企业 非法 倒卖 尸骨 原材料 殡仪馆 购入 万元 售出,BV1AT421r7gy,6920,7,124,64,49,111,742,0,社会,荔枝新闻,38996445.0,https://www.bilibili.com/video/BV1AT421r7gy/,451,2024-08-08 10:53,2024-08-08 09:48:54,荔枝新闻,38996445.0,5.0,荔枝新闻官方账号,,1.0,1,38996445.0,荔枝新闻,保密,19390,2228,3173471,单个自制视频总播放数>=100万
相关视频,BV1Ty411q7Fv,奥运 开幕式 韩国 国名 报成 朝鲜 国际奥委会 致歉,BV1QH4y1c73c,144593,197,434,449,28,1229,5740,0,环球,四川观察,487614876.0,https://www.bilibili.com/video/BV1QH4y1c73c/,160,2024-07-27 07:53,2024-07-27 06:36:30,四川观察,487614876.0,5.0,四川广播电视台官方账号,,1.0,1,487614876.0,四川观察,保密,937471,10850,152725193,单个自制视频总播放数>=100万
相关视频,BV1uM4m1Y7pF,沙利文 任内 首次 访华 随行人员 几乎 中文,BV11n4y1f7q4,240352,362,1051,688,104,251,9512,0,热点,环球网,483787858.0,https://www.bilibili.com/video/BV11n4y1f7q4/,965,2024-08-29 20:53,2024-08-29 00:23:33,环球网,483787858.0,5.0,环球网官方账号,,1.0,1,483787858.0,环球网,保密,1422102,30098,210818986,单个自制视频总播放数>=100万
相关视频,BV1L1421t7GU,马龙 纪录片 热爱 挥出,BV1pG411r749,155412,691,431,5883,7194,2033,18352,0,热点,人民日报,1131457022.0,https://www.bilibili.com/video/BV1pG411r749/,475,2024-08-09 10:53,2023-12-29 09:25:28,人民日报,1131457022.0,5.0,人民日报官方账号,,1.0,1,1131457022.0,人民日报,保密,15220715,3042,157267295,单个自制视频总播放数>=100万
热门视频,,亿美元 雇 水军 中国 美国 这笔,BV15RtSetEcg,154727,645,2124,1481,1907,1319,16771,0,热点,央视新闻,456664753.0,https://www.bilibili.com/video/BV15RtSetEcg/,1492,2024-09-20 19:53,2024-09-22 09:37:52,央视新闻,456664753.0,5.0,央视新闻官方账号,,1.0,1,456664753.0,央视新闻,保密,19554364,7443,351841688,单个自制视频总播放数>=100万
相关视频,BV1L1421t7GU,第金 陈 艺文 夺得 跳水 米板 金牌,BV1Zf421v7iV,40682,28,99,67,80,30,7274,0,竞技体育,人民日报,1131457022.0,https://www.bilibili.com/video/BV1Zf421v7iV/,475,2024-08-09 10:53,2024-08-09 14:49:58,人民日报,1131457022.0,5.0,人民日报官方账号,,1.0,1,1131457022.0,人民日报,保密,15220715,3042,157267295,单个自制视频总播放数>=100万
相关视频,BV1yW42197Vu,中国 可控 核聚变 重大突破 允许 畅想,BV1wu4y1v7VC,1092529,5336,9641,11934,13817,11947,174865,0,综合,央视农业,1343321779.0,https://www.bilibili.com/video/BV1wu4y1v7VC/,397,2024-08-06 04:53,2023-08-28 03:00:00,央视农业,1343321779.0,5.0,CCTV-17农业农村频道新闻部官方账号,,1.0,1,1343321779.0,央视农业,保密,2764441,1244,73329829,单个自制视频总播放数>=100万
相关视频,BV1Jb421J7cz,长大 懂,BV1kV4y1r71a,2797567,897,1914,15397,9904,1361,184735,0,日常,新华社快看,515155585.0,https://www.bilibili.com/video/BV1kV4y1r71a/,530,2024-08-11 17:53,2023-05-12 02:40:39,新华社快看,515155585.0,5.0,新华社快看官方账号,,1.0,1,515155585.0,新华社快看,保密,1389816,6976,54464365,所有自制视频总播放数>=100万
相关视频,BV1JvtsePEBb,中国 记者,BV17m4y1F7w3,388901,279,334,8513,5054,2575,64903,0,热点,新华社,473837611.0,https://www.bilibili.com/video/BV17m4y1F7w3/,1355,2024-09-15 02:53,2022-11-08 01:30:15,新华社,473837611.0,5.0,新华社官方账号,,1.0,1,473837611.0,新华社,保密,16701611,5412,211674683,
相关视频,BV1iaHseyEib,下班 在线 政协委员 发声,BV1kW421w77H,122559,0,0,1015,901,934,25654,0,财经商业,第一财经,48968347.0,https://www.bilibili.com/video/BV1kW421w77H/,1049,2024-09-02 08:53,2024-03-05 06:48:50,第一财经,48968347.0,5.0,第一财经官方账号,,1.0,1,48968347.0,第一财经,保密,93410,4482,4189160,
相关视频,BV14JxgecEUo,法国 小城 野兔 泛滥 四川 网友 放着 主播 三农,BV1sD421n7in,504762,2195,2341,1874,690,1092,71448,0,综合,央视农业,1343321779.0,https://www.bilibili.com/video/BV1sD421n7in/,1575,2024-09-24 06:53,2024-04-12 14:21:26,央视农业,1343321779.0,5.0,CCTV-17农业农村频道新闻部官方账号,,1.0,1,1343321779.0,央视农业,保密,2767418,1247,73437459,单个自制视频总播放数>=100万
相关视频,BV15H4y1F7vv,社交 媒体 电报 创始人 杜罗夫 法国 被捕,BV1w1421b7u1,311853,375,2091,1387,199,3902,12059,0,综合,央视新闻,456664753.0,https://www.bilibili.com/video/BV1w1421b7u1/,913,2024-08-27 16:53,2024-08-26 12:19:09,央视新闻,456664753.0,5.0,央视新闻官方账号,,1.0,1,456664753.0,央视新闻,保密,19550189,7442,351768520,单个自制视频总播放数>=100万
相关视频,BV1Nx4y1s7Wk,练起来 常 打乒乓球 能防 近视,BV1X4421Z7uS,92517,114,372,490,35,282,2642,0,热点,央视网快看,451320374.0,https://www.bilibili.com/video/BV1X4421Z7uS/,597,2024-08-14 12:53,2024-07-28 11:51:31,央视网快看,451320374.0,5.0,央视网新闻频道官方账号,,1.0,1,451320374.0,央视网快看,保密,1792020,7783,65688189,
相关视频,BV1SapseqEQx,金有 抹 中国 红 闪耀 巴黎,BV1QfpEeRErj,61297,250,260,950,2178,287,12757,0,热点,新华社,473837611.0,https://www.bilibili.com/video/BV1QfpEeRErj/,1212,2024-09-09 03:53,2024-09-09 11:14:59,新华社,473837611.0,5.0,新华社官方账号,,1.0,1,473837611.0,新华社,保密,16698094,5410,213795957,
相关视频,BV1Vh4be8EFs,牺牲 第一个 清明节,BV1354y1b7gM,541935,3685,1432,8191,23489,2038,84885,0,社会,央视新闻,456664753.0,https://www.bilibili.com/video/BV1354y1b7gM/,1278,2024-09-11 21:53,2021-04-03 01:30:03,央视新闻,456664753.0,5.0,央视新闻官方账号,,1.0,1,456664753.0,央视新闻,保密,19550189,7442,351768520,单个自制视频总播放数>=100万
相关视频,BV1Cv2AYzEu1,邯郸 初中生 被害案 律师 描述 尸检 情况 多处 外伤 眼珠 外翻 肝脏 出血 口,BV1dD421j7gD,1683482,5890,10327,12722,26852,18848,174485,0,社会,四川观察,487614876.0,https://www.bilibili.com/video/BV1dD421j7gD/,167,2024-10-11 16:53,2024-03-19 15:38:21,四川观察,487614876.0,5.0,四川广播电视台官方账号,,1.0,1,487614876.0,四川观察,保密,939183,10883,153387295,单个自制视频总播放数>=100万
相关视频,BV1KSs8eJEyN,央行 全国 商业 房贷 区分 首 套房 套房 首付 比例 统一 存量 房贷利率 下调 预计 惠及 亿 人口,BV1UxsheXEQq,67612,130,629,155,24,927,1889,0,财经商业,人民网,33775467.0,https://www.bilibili.com/video/BV1UxsheXEQq/,1544,2024-09-22 23:53,2024-09-24 05:48:29,人民网,33775467.0,5.0,人民网官方账号,,1.0,1,33775467.0,人民网,保密,3643067,5686,64597097,
相关视频,BV1q8mHYUEYT,羊羔 找 主人 玩 惨遭 拒绝 羊羊 其实 玩,BV1DUm5YpEqu,360954,86,379,3061,127,1450,31305,0,日常,动静贵州,67209631.0,https://www.bilibili.com/video/BV1DUm5YpEqu/,314,2024-10-17 19:53,2024-10-14 08:39:51,动静贵州,67209631.0,5.0,贵州广播电视台动静app官方账号,,1.0,1,67209631.0,动静贵州,保密,32520,4420,14266918,
相关视频,BV1mW42197RA,度 景区 遇 游客 风扇 服 网友 买过 真的 凉快,BV1FW421R7MF,91697,21,264,40,10,14,2105,0,出行,龙岩市融媒体中心,1530531921.0,https://www.bilibili.com/video/BV1FW421R7MF/,275,2024-08-01 02:53,2024-07-31 01:43:23,龙岩市融媒体中心,1530531921.0,5.0,龙岩市融媒体中心官方账号,,1.0,1,1530531921.0,龙岩市融媒体中心,保密,13660,8211,8040642,
相关视频,BV1Jr2cYoEwV,美 军火商 对台 军售 涉 抬价 诈欺 郑村 棋 欺负 冤大头,BV1hN24Y7EA9,1134,0,1,1,0,0,41,0,热点,台海网,691041079.0,https://www.bilibili.com/video/BV1hN24Y7EA9/,124,2024-10-09 21:53,2024-10-09 03:46:18,台海网,691041079.0,5.0,台海网官方账号,,1.0,1,691041079.0,台海网,保密,125926,7676,5888868,
相关视频,BV1k1WbeMEVu,外交部 回应 黑神话悟空 全球 大热 反映 中国 文化 吸引力,BV1o4421U7Aq,253084,161,1001,891,195,2119,17214,0,日常,中新视频,104092224.0,https://www.bilibili.com/video/BV1o4421U7Aq/,748,2024-08-20 19:53,2024-08-21 07:59:30,中新视频,104092224.0,5.0,中国新闻社官方账号,,1.0,1,104092224.0,中新视频,保密,287804,18683,40596847,单个自制视频总播放数>=100万
相关视频,BV1FM4m117sz,央视 农业 报道 巴黎 首 金主 播说 三农,BV1c1421t7o1,131936,268,420,483,1203,222,22308,0,综合,央视农业,1343321779.0,https://www.bilibili.com/video/BV1c1421t7o1/,162,2024-07-27 09:53,2024-07-27 11:37:35,央视农业,1343321779.0,5.0,CCTV-17农业农村频道新闻部官方账号,,1.0,1,1343321779.0,央视农业,保密,2764441,1244,73329829,单个自制视频总播放数>=100万
相关视频,BV1Ui421h7v7,郭晶晶 奥运会 间隙 换 中国队 服再 登米板 模仿 跳水 动作 引 网友 回忆,BV1nh411B7wy,480525,81,210,546,52,44,12375,0,社会,燃新闻,436503463.0,https://www.bilibili.com/video/BV1nh411B7wy/,500,2024-08-10 11:53,2021-08-11 05:31:50,燃新闻,436503463.0,5.0,未来网短视频官方账号,,1.0,1,436503463.0,燃新闻,女,134478,11611,27006992,
相关视频,BV14E421w7wu,胡歌 分饰 五角 对话 永远 相信 中国,BV1Af4y1A7ZV,3516698,12655,6036,74658,220393,33611,413671,0,热点,央视新闻,456664753.0,https://www.bilibili.com/video/BV1Af4y1A7ZV/,343,2024-08-03 22:53,2021-10-01 08:32:53,央视新闻,456664753.0,5.0,央视新闻官方账号,,1.0,1,456664753.0,央视新闻,保密,19538939,7435,351374038,单个自制视频总播放数>=100万
相关视频,BV1bE4m1d7sV,家网 车 平台 约谈,BV1pv411P7nG,78205,55,420,235,130,243,12097,0,社会,新华社,473837611.0,https://www.bilibili.com/video/BV1pv411P7nG/,233,2024-07-30 08:53,2021-09-02 09:39:53,新华社,473837611.0,5.0,新华社官方账号,,1.0,1,473837611.0,新华社,保密,16689285,5404,213681222,
相关视频,BV1SU411U7rv,共和国 忘记 送 别国 脊梁 袁隆平,BV1Vv411L7ab,3354914,42288,21982,60991,224571,18277,466188,0,热点,央视新闻,456664753.0,https://www.bilibili.com/video/BV1Vv411L7ab/,462,2024-08-08 21:53,2021-05-22 06:42:05,央视新闻,456664753.0,5.0,央视新闻官方账号,,1.0,1,456664753.0,央视新闻,保密,19538939,7435,351374038,单个自制视频总播放数>=100万
相关视频,BV11Et3eqE4J,台独 卖命 武拒统 死路一条,BV1MJ4m1w7Pr,1592675,816,1108,14248,10959,2157,292021,0,热点,人民日报,1131457022.0,https://www.bilibili.com/video/BV1MJ4m1w7Pr/,1400,2024-09-16 23:53,2024-05-23 13:01:46,人民日报,1131457022.0,5.0,人民日报官方账号,,1.0,1,1131457022.0,人民日报,保密,15230611,3045,157365028,单个自制视频总播放数>=100万
相关视频,BV1FxsCeGEAh,大英博物馆 能力 管理 各国 掠夺 文物,BV1gu4y1k7tJ,70578,72,426,402,171,213,11268,0,环球,新华社,473837611.0,https://www.bilibili.com/video/BV1gu4y1k7tJ/,1515,2024-09-21 18:53,2023-09-06 03:45:51,新华社,473837611.0,5.0,新华社官方账号,,1.0,1,473837611.0,新华社,保密,16701611,5412,211674683,
相关视频,BV1AE4m1d7MB,谷爱凌 现身 跳水 赛场 中国 选手 加油 助威 完美 完美 完美,BV1CZ421T7zB,80313,10,78,91,10,52,3520,0,竞技体育,中新视频,104092224.0,https://www.bilibili.com/video/BV1CZ421T7zB/,289,2024-08-01 16:53,2024-07-27 16:20:59,中新视频,104092224.0,5.0,中国新闻社官方账号,,1.0,1,104092224.0,中新视频,保密,287389,18663,40523300,单个自制视频总播放数>=100万
相关视频,BV1Az421i7aW,亲妈 图鉴 第一次 当妈 解释,BV1cF411M72R,3935571,1722,1411,44604,21967,11958,372404,0,日常,新华社,473837611.0,https://www.bilibili.com/video/BV1cF411M72R/,90,2024-07-24 09:53,2022-05-08 03:10:00,新华社,473837611.0,5.0,新华社官方账号,,1.0,1,473837611.0,新华社,保密,16689285,5404,213681222,
相关视频,BV1u5yTYXE4s,贾评 创造 历史 意义 拉 踩,BV1Fi2dYSEYG,98174,782,3679,497,282,157,7854,0,热点,观察者网,10330740.0,https://www.bilibili.com/video/BV1Fi2dYSEYG/,316,2024-10-17 21:53,2024-10-15 06:52:27,观察者网,10330740.0,5.0,观察者网 官方账号,,1.0,1,10330740.0,观察者网,保密,7379254,18033,455949955,单个自制视频总播放数>=100万
相关视频,BV14mxseMEkL,追 长城,BV1ML4y1h75E,92792,100,244,748,750,470,15115,0,综合,央视新闻,456664753.0,https://www.bilibili.com/video/BV1ML4y1h75E/,1676,2024-09-28 11:53,2021-10-03 12:00:02,央视新闻,456664753.0,5.0,央视新闻官方账号,,1.0,1,456664753.0,央视新闻,保密,19554364,7443,351841688,单个自制视频总播放数>=100万
相关视频,BV1GvxPedEac,中国 爱情 样子,BV1EQ4y1277T,125807,270,754,2254,2621,940,16183,0,热点,人民日报,1131457022.0,https://www.bilibili.com/video/BV1EQ4y1277T/,1626,2024-09-26 09:53,2021-08-14 05:07:31,人民日报,1131457022.0,5.0,人民日报官方账号,,1.0,1,1131457022.0,人民日报,保密,15230611,3045,157365028,单个自制视频总播放数>=100万
相关视频,BV1WE4m1R7ub,缅怀 袁隆平 逝世,BV1oK4y1A7Cd,8442219,153118,163520,300812,734869,155542,1439952,0,热点,新华社,473837611.0,https://www.bilibili.com/video/BV1oK4y1A7Cd/,358,2024-08-04 13:53,2021-05-22 05:52:05,新华社,473837611.0,5.0,新华社官方账号,,1.0,1,473837611.0,新华社,保密,16689285,5404,213681222,
相关视频,BV1Jm42137Hc,哈里斯 发表 首次 竞选 演讲 检察官 经历 对付 共和党 总统 候选人,BV1xZ421N7Fa,103028,177,481,156,15,147,1459,0,社科·法律·心理,青蜂侠-Bee,328271007.0,https://www.bilibili.com/video/BV1xZ421N7Fa/,69,2024-07-23 12:53,2024-07-23 02:57:23,青蜂侠-Bee,328271007.0,5.0,中国青年网短视频官方账号,,1.0,1,328271007.0,青蜂侠-Bee,保密,569715,20257,62545461,单个自制视频总播放数>=100万
相关视频,BV1cs2BYPEQQ,昆明 小学生 研究 结 直肠癌 获 全国 奖项 中科院 介入 调查,BV1UK4y1s7E1,4244446,4345,6264,13062,1488,13682,90062,0,社会,红星视频,526890129.0,https://www.bilibili.com/video/BV1UK4y1s7E1/,225,2024-10-14 02:53,2020-07-14 03:06:55,红星视频,526890129.0,5.0,成都商报红星新闻官方账号,,1.0,1,526890129.0,红星视频,保密,207069,32749,67060583,单个自制视频总播放数>=100万
相关视频,BV1j2421Z7LM,信仰 李大钊,BV1az421q766,101265,0,100,2760,2228,357,20633,0,热点,新华社,473837611.0,https://www.bilibili.com/video/BV1az421q766/,409,2024-08-06 16:53,2024-07-07 04:00:00,新华社,473837611.0,5.0,新华社官方账号,,1.0,1,473837611.0,新华社,保密,16689285,5404,213681222,
相关视频,BV144421o7k5,唱反调 学生 真的 不好,BV1jh4y1t73w,334550,152,1170,4784,1640,1891,26703,0,社会,央视新闻,456664753.0,https://www.bilibili.com/video/BV1jh4y1t73w/,887,2024-08-26 14:53,2023-05-19 08:46:19,央视新闻,456664753.0,5.0,央视新闻官方账号,,1.0,1,456664753.0,央视新闻,保密,19550189,7442,351768520,单个自制视频总播放数>=100万
相关视频,BV1C4421Z7qZ,马 保国 酒吧 商演 闪电 五连鞭 知情人 出场费 高 达 二十多万,BV1Vx4y1473M,87502,58,378,73,0,511,925,0,热点,掌闻视讯,2144464488.0,https://www.bilibili.com/video/BV1Vx4y1473M/,138,2024-07-26 09:53,2024-07-26 05:40:38,掌闻视讯,2144464488.0,5.0,重庆时间网掌闻视讯官方账号,,1.0,1,2144464488.0,掌闻视讯,保密,41106,32528,15258731,
相关视频,BV1Jb421J7cz,奥运 策划 希望 刘长春 看到,BV1vE421w7rB,84651,433,179,2866,4123,574,11140,0,竞技体育,央视网,222103174.0,https://www.bilibili.com/video/BV1vE421w7rB/,530,2024-08-11 17:53,2024-07-24 10:07:15,央视网,222103174.0,5.0,央视网官方账号,,1.0,1,222103174.0,央视网,保密,4421260,23041,180721583,单个自制视频总播放数>=100万
相关视频,BV1yW42197Vu,苹果 长 蘑菇 回事 事 合适 主播 三农,BV1wS411w7yD,983697,3893,2147,5845,6414,2065,169523,0,三农,央视农业,1343321779.0,https://www.bilibili.com/video/BV1wS411w7yD/,397,2024-08-06 04:53,2024-07-13 03:01:06,央视农业,1343321779.0,5.0,CCTV-17农业农村频道新闻部官方账号,,1.0,1,1343321779.0,央视农业,保密,2764441,1244,73329829,单个自制视频总播放数>=100万
相关视频,BV1n5xFe9EbE,致死 瑞士 多名 安乐死 胶囊 舱 销售 运营 人员 被捕,BV1Dusoe8Exs,233569,153,1210,437,65,310,3855,0,环球,央视网快看,451320374.0,https://www.bilibili.com/video/BV1Dusoe8Exs/,1615,2024-09-25 22:53,2024-09-27 02:42:04,央视网快看,451320374.0,5.0,央视网新闻频道官方账号,,1.0,1,451320374.0,央视网快看,保密,1794879,7810,65833297,
相关视频,BV1iH4y1c7UT,懂 中文 外国 友人 朋友 合唱 爱国 歌曲 迷茫 震撼 只用 十几秒,BV18V41127vm,2384470,497,749,5540,1182,199,83343,0,社会,燃新闻,436503463.0,https://www.bilibili.com/video/BV18V41127vm/,69,2024-07-23 12:53,2020-10-09 05:32:17,燃新闻,436503463.0,5.0,未来网短视频官方账号,,1.0,1,436503463.0,燃新闻,女,134478,11611,27006992,
